,Unnamed: 0,Техническое место,Название технического места,level_upper,code,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8
359,359,03-IKT-OPLA,Парк легковых автомашин,03-IKT,first03-IKT-OPLA,first03,IKT,OPLA,no_data,no_data,no_data,no_data,no_data
360,360,03-IKT-OPLA-TR01,Автомобиль легковой №2501,03-IKT-OPLA-TRAN,first03-IKT-OPLA-TR01,first03,IKT,OPLA,TR01,no_data,no_data,no_data,no_data
361,361,03-IKT-OPLA-TRAN,Автотранспорт,03-IKT-OPLA,first03-IKT-OPLA-TRAN,first03,IKT,OPLA,TRAN,no_data,no_data,no_data,no_data
362,362,03-KON,Колонна автотранспорта общего назначения,03,first03-KON,first03,KON,no_data,no_data,no_data,no_data,no_data,no_data
363,363,03-KON-0PAV,Парк автобусов,03-KON,first03-KON-0PAV,first03,KON,0PAV,no_data,no_data,no_data,no_data,no_data
364,364,03-KON-0PAV-TR01,Автобус вахтовый №2201,03-KON-0PAV-TRAN,first03-KON-0PAV-TR01,first03,KON,0PAV,TR01,no_data,no_data,no_data,no_data
365,365,03-KON-0PAV-TR02,Автобус №2203,03-KON-0PAV-TRAN,first03-KON-0PAV-TR02,first03,KON,0PAV,TR02,no_data,no_data,no_data,no_data
366,366,03-KON-0PAV-TR03,Автобус вахтовый №2204,03-KON-0PAV-TRAN,first03-KON-0PAV-TR03,first03,KON,0PAV,TR03,no_data,no_data,no_data,no_data
367,367,03-KON-0PAV-TR04,Автобус №2205,03-KON-0PAV-TRAN,first03-KON-0PAV-TR04,first03,KON,0PAV,TR04,no_data,no_data,no_data,no_data
368,368,03-KON-0PAV-TR05,Автобус вахтовый №2206,03-KON-0PAV-TRAN,first03-KON-0PAV-TR05,first03,KON,0PAV,TR05,no_data,no_data,no_data,no_data
369,369,03-KON-0PAV-TR06,Автобус вахтовый №2207,03-KON-0PAV-TRAN,first03-KON-0PAV-TR06,first03,KON,0PAV,TR06,no_data,no_data,no_data,no_data
370,370,03-KON-0PAV-TR07,Автобус вахтовый №2208,03-KON-0PAV-TRAN,first03-KON-0PAV-TR07,first03,KON,0PAV,TR07,no_data,no_data,no_data,no_data
371,371,03-KON-0PAV-TR08,Автобус вахтовый №2209,03-KON-0PAV-TRAN,first03-KON-0PAV-TR08,first03,KON,0PAV,TR08,no_data,no_data,no_data,no_data
372,372,03-KON-0PAV-TR09,Автобус вахтовый №2210,03-KON-0PAV-TRAN,first03-KON-0PAV-TR09,first03,KON,0PAV,TR09,no_data,no_data,no_data,no_data
373,373,03-KON-0PAV-TR10,Автобус №2213,03-KON-0PAV-TRAN,first03-KON-0PAV-TR10,first03,KON,0PAV,TR10,no_data,no_data,no_data,no_data
374,374,03-KON-0PAV-TR11,Автобус вахтовый №2214,03-KON-0PAV-TRAN,first03-KON-0PAV-TR11,first03,KON,0PAV,TR11,no_data,no_data,no_data,no_data
375,375,03-KON-0PAV-TR12,Автобус вахтовый №2215,03-KON-0PAV-TRAN,first03-KON-0PAV-TR12,first03,KON,0PAV,TR12,no_data,no_data,no_data,no_data
376,376,03-KON-0PAV-TR13,Автобус №2217,03-KON-0PAV-TRAN,first03-KON-0PAV-TR13,first03,KON,0PAV,TR13,no_data,no_data,no_data,no_data
377,377,03-KON-0PAV-TR14,Автобус №2216,03-KON-0PAV-TRAN,first03-KON-0PAV-TR14,first03,KON,0PAV,TR14,no_data,no_data,no_data,no_data
378,378,03-KON-0PAV-TRAN,Автотранспорт,03-KON-0PAV,first03-KON-0PAV-TRAN,first03,KON,0PAV,TRAN,no_data,no_data,no_data,no_data
379,379,03-KON-0PDT,Парк дорожной техники,03-KON,first03-KON-0PDT,first03,KON,0PDT,no_data,no_data,no_data,no_data,no_data
380,380,03-KON-0PDT-ODRS,Оборудование дорожно-строительное,03-KON-0PDT,first03-KON-0PDT-ODRS,first03,KON,0PDT,ODRS,no_data,no_data,no_data,no_data
381,381,03-KON-0PDT-OS01,Автогрейдер № 1501,03-KON-0PDT-ODRS,first03-KON-0PDT-OS01,first03,KON,0PDT,OS01,no_data,no_data,no_data,no_data
382,382,03-KON-0PDT-OS01-0001,Моторный отсек,03-KON-0PDT-OS01,first03-KON-0PDT-OS01-0001,first03,KON,0PDT,OS01,no_data,no_data,no_data,no_data
383,383,03-KON-0PDT-OS01-0002,Рабочее оборудование,03-KON-0PDT-OS01,first03-KON-0PDT-OS01-0002,first03,KON,0PDT,OS01,no_data,no_data,no_data,no_data
384,384,03-KON-0PDT-OS01-TIRE,Автошины и КГШ,03-KON-0PDT-OS01,first03-KON-0PDT-OS01-TIRE,first03,KON,0PDT,OS01,no_data,no_data,no_data,no_data
385,385,03-KON-0PDT-OS02,Автогрейдер №1504,03-KON-0PDT-ODRS,first03-KON-0PDT-OS02,first03,KON,0PDT,OS02,no_data,no_data,no_data,no_data
386,386,03-KON-0PDT-OS02-0001,Двигатель внутреннего сгорания,03-KON-0PDT-OS02,first03-KON-0PDT-OS02-0001,first03,KON,0PDT,OS02,no_data,no_data,no_data,no_data
387,387,03-KON-0PDT-OS02-0002,Рабочее оборудование,03-KON-0PDT-OS02,first03-KON-0PDT-OS02-0002,first03,KON,0PDT,OS02,no_data,no_data,no_data,no_data
388,388,03-KON-0PDT-OS02-0003,Поворотный круг,03-KON-0PDT-OS02,first03-KON-0PDT-OS02-0003,first03,KON,0PDT,OS02,no_data,no_data,no_data,no_data
389,389,03-KON-0PDT-OS02-TIRE,Автошины и КГШ,03-KON-0PDT-OS02,first03-KON-0PDT-OS02-TIRE,first03,KON,0PDT,OS02,no_data,no_data,no_data,no_data
390,390,03-KON-0PDT-OS03,Автогрейдер №1505,03-KON-0PDT-ODRS,first03-KON-0PDT-OS03,first03,KON,0PDT,OS03,no_data,no_data,no_data,no_data
391,391,03-KON-0PDT-OS03-0001,Двигатель внутреннего сгорания,03-KON-0PDT-OS03,first03-KON-0PDT-OS03-0001,first03,KON,0PDT,OS03,no_data,no_data,no_data,no_data
392,392,03-KON-0PDT-OS03-0002,Рабочее оборудование,03-KON-0PDT-OS03,first03-KON-0PDT-OS03-0002,first03,KON,0PDT,OS03,no_data,no_data,no_data,no_data
393,393,03-KON-0PDT-OS03-0003,Поворотный круг,03-KON-0PDT-OS03,first03-KON-0PDT-OS03-0003,first03,KON,0PDT,OS03,no_data,no_data,no_data,no_data
394,394,03-KON-0PDT-OS03-TIRE,Автошины и КГШ,03-KON-0PDT-OS03,first03-KON-0PDT-OS03-TIRE,first03,KON,0PDT,OS03,no_data,no_data,no_data,no_data
395,395,03-KON-0PDT-OS04,Автогрейдер №1506,03-KON-0PDT-ODRS,first03-KON-0PDT-OS04,first03,KON,0PDT,OS04,no_data,no_data,no_data,no_data
396,396,03-KON-0PDT-OS04-0001,Двигатель внутреннего сгорания,03-KON-0PDT-OS04,first03-KON-0PDT-OS04-0001,first03,KON,0PDT,OS04,no_data,no_data,no_data,no_data
397,397,03-KON-0PDT-OS04-0002,Рабочее оборудование,03-KON-0PDT-OS04,first03-KON-0PDT-OS04-0002,first03,KON,0PDT,OS04,no_data,no_data,no_data,no_data
398,398,03-KON-0PDT-OS04-0003,Поворотный круг,03-KON-0PDT-OS04,first03-KON-0PDT-OS04-0003,first03,KON,0PDT,OS04,no_data,no_data,no_data,no_data
399,399,03-KON-0PDT-OS04-TIRE,Автошины и КГШ,03-KON-0PDT-OS04,first03-KON-0PDT-OS04-TIRE,first03,KON,0PDT,OS04,no_data,no_data,no_data,no_data
400,400,03-KON-0PDT-OS05,Автогрейдер №1507,03-KON-0PDT-ODRS,first03-KON-0PDT-OS05,first03,KON,0PDT,OS05,no_data,no_data,no_data,no_data
401,401,03-KON-0PDT-OS05-0001,Двигатель внутреннего сгорания,03-KON-0PDT-OS05,first03-KON-0PDT-OS05-0001,first03,KON,0PDT,OS05,no_data,no_data,no_data,no_data
402,402,03-KON-0PDT-OS05-0002,Рабочее оборудование,03-KON-0PDT-OS05,first03-KON-0PDT-OS05-0002,first03,KON,0PDT,OS05,no_data,no_data,no_data,no_data
403,403,03-KON-0PDT-OS05-0003,Поворотный круг,03-KON-0PDT-OS05,first03-KON-0PDT-OS05-0003,first03,KON,0PDT,OS05,no_data,no_data,no_data,no_data
404,404,03-KON-0PDT-OS05-TIRE,Автошины и КГШ,03-KON-0PDT-OS05,first03-KON-0PDT-OS05-TIRE,first03,KON,0PDT,OS05,no_data,no_data,no_data,no_data
405,405,03-KON-0PDT-OS06,Каток дорожный №1701,03-KON-0PDT-ODRS,first03-KON-0PDT-OS06,first03,KON,0PDT,OS06,no_data,no_data,no_data,no_data
406,406,03-KON-0PDT-OS07,Автогрейдер 140М №1502,03-KON-0PDT-ODRS,first03-KON-0PDT-OS07,first03,KON,0PDT,OS07,no_data,no_data,no_data,no_data
407,407,03-KON-0PDT-OS08,Автогрейдер №1508,03-KON-0PDT-ODRS,first03-KON-0PDT-OS08,first03,KON,0PDT,OS08,no_data,no_data,no_data,no_data
408,408,03-KON-0PGA,Парк грузовых автомобилей,03-KON,first03-KON-0PGA,first03,KON,0PGA,no_data,no_data,no_data,no_data,no_data
409,409,03-KON-0PGA-TR01,Тягач седельный №2307,03-KON-0PGA-TRAN,first03-KON-0PGA-TR01,first03,KON,0PGA,TR01,no_data,no_data,no_data,no_data
410,410,03-KON-0PGA-TR02,Тягач седельный №2309,03-KON-0PGA-TRAN,first03-KON-0PGA-TR02,first03,KON,0PGA,TR02,no_data,no_data,no_data,no_data
411,411,03-KON-0PGA-TR03,Тягач седельный №2415,03-KON-0PGA-TRAN,first03-KON-0PGA-TR03,first03,KON,0PGA,TR03,no_data,no_data,no_data,no_data
412,412,03-KON-0PGA-TR03-0001,Двигатель внутреннего сгорания,03-KON-0PGA-TR03,first03-KON-0PGA-TR03-0001,first03,KON,0PGA,TR03,no_data,no_data,no_data,no_data
413,413,03-KON-0PGA-TR03-0002,Гидравлическая система,03-KON-0PGA-TR03,first03-KON-0PGA-TR03-0002,first03,KON,0PGA,TR03,no_data,no_data,no_data,no_data
414,414,03-KON-0PGA-TR03-0003,Ходовая часть,03-KON-0PGA-TR03,first03-KON-0PGA-TR03-0003,first03,KON,0PGA,TR03,no_data,no_data,no_data,no_data
415,415,03-KON-0PGA-TRAN,Автотранспорт,03-KON-0PGA,first03-KON-0PGA-TRAN,first03,KON,0PGA,TRAN,no_data,no_data,no_data,no_data
416,416,03-KON-0PLA,Парк легковых автомашин,03-KON,first03-KON-0PLA,first03,KON,0PLA,no_data,no_data,no_data,no_data,no_data
417,417,03-KON-0PLA-TR01,Автомобиль специализированный №2211,03-KON-0PLA-TRAN,first03-KON-0PLA-TR01,first03,KON,0PLA,TR01,no_data,no_data,no_data,no_data
418,418,03-KON-0PLA-TR02,Автомобиль легковой №2502,03-KON-0PLA-TRAN,first03-KON-0PLA-TR02,first03,KON,0PLA,TR02,no_data,no_data,no_data,no_data
419,419,03-KON-0PLA-TR02-TIRE,Автошины и КГШ,03-KON-0PLA-TR02,first03-KON-0PLA-TR02-TIRE,first03,KON,0PLA,TR02,no_data,no_data,no_data,no_data
420,420,03-KON-0PLA-TR03,Автомобиль легковой №2503,03-KON-0PLA-TRAN,first03-KON-0PLA-TR03,first03,KON,0PLA,TR03,no_data,no_data,no_data,no_data
421,421,03-KON-0PLA-TR04,Автомобиль легковой №2504,03-KON-0PLA-TRAN,first03-KON-0PLA-TR04,first03,KON,0PLA,TR04,no_data,no_data,no_data,no_data
422,422,03-KON-0PLA-TR05,Автомобиль легковой №2506,03-KON-0PLA-TRAN,first03-KON-0PLA-TR05,first03,KON,0PLA,TR05,no_data,no_data,no_data,no_data
423,423,03-KON-0PLA-TR06,Автомобиль легковой №2507,03-KON-0PLA-TRAN,first03-KON-0PLA-TR06,first03,KON,0PLA,TR06,no_data,no_data,no_data,no_data
424,424,03-KON-0PLA-TR07,Автомобиль легковой №2508,03-KON-0PLA-TRAN,first03-KON-0PLA-TR07,first03,KON,0PLA,TR07,no_data,no_data,no_data,no_data
425,425,03-KON-0PLA-TR08,Автомобиль легковой №2509,03-KON-0PLA-TRAN,first03-KON-0PLA-TR08,first03,KON,0PLA,TR08,no_data,no_data,no_data,no_data
426,426,03-KON-0PLA-TR09,Автомобиль легковой №2510,03-KON-0PLA-TRAN,first03-KON-0PLA-TR09,first03,KON,0PLA,TR09,no_data,no_data,no_data,no_data
427,427,03-KON-0PLA-TR10,Автомобиль легковой №2511,03-KON-0PLA-TRAN,first03-KON-0PLA-TR10,first03,KON,0PLA,TR10,no_data,no_data,no_data,no_data
428,428,03-KON-0PLA-TR11,Автомобиль легковой №2512,03-KON-0PLA-TRAN,first03-KON-0PLA-TR11,first03,KON,0PLA,TR11,no_data,no_data,no_data,no_data
429,429,03-KON-0PLA-TR12,Автомобиль скорой мед помощи №2512,03-KON-0PLA-TRAN,first03-KON-0PLA-TR12,first03,KON,0PLA,TR12,no_data,no_data,no_data,no_data
430,430,03-KON-0PLA-TR13,Автомобиль грузовой бортовой №2513,03-KON-0PLA-TRAN,first03-KON-0PLA-TR13,first03,KON,0PLA,TR13,no_data,no_data,no_data,no_data
431,431,03-KON-0PLA-TR14,Автомобиль легковой №2514,03-KON-0PLA-TRAN,first03-KON-0PLA-TR14,first03,KON,0PLA,TR14,no_data,no_data,no_data,no_data
432,432,03-KON-0PLA-TR15,Автомобиль легковой №2517,03-KON-0PLA-TRAN,first03-KON-0PLA-TR15,first03,KON,0PLA,TR15,no_data,no_data,no_data,no_data
433,433,03-KON-0PLA-TR16,Автомобиль легковой №2518,03-KON-0PLA-TRAN,first03-KON-0PLA-TR16,first03,KON,0PLA,TR16,no_data,no_data,no_data,no_data
434,434,03-KON-0PLA-TR17,Автомобиль легковой №2519,03-KON-0PLA-TRAN,first03-KON-0PLA-TR17,first03,KON,0PLA,TR17,no_data,no_data,no_data,no_data
435,435,03-KON-0PLA-TR18,Автомобиль легковой №2520,03-KON-0PLA-TRAN,first03-KON-0PLA-TR18,first03,KON,0PLA,TR18,no_data,no_data,no_data,no_data
436,436,03-KON-0PLA-TR19,Автомобиль легковой №2521,03-KON-0PLA-TRAN,first03-KON-0PLA-TR19,first03,KON,0PLA,TR19,no_data,no_data,no_data,no_data
437,437,03-KON-0PLA-TR20,Автомобиль легковой №2522,03-KON-0PLA-TRAN,first03-KON-0PLA-TR20,first03,KON,0PLA,TR20,no_data,no_data,no_data,no_data
438,438,03-KON-0PLA-TR20-TIRE,Автошины и КГШ,03-KON-0PLA-TR20,first03-KON-0PLA-TR20-TIRE,first03,KON,0PLA,TR20,no_data,no_data,no_data,no_data
439,439,03-KON-0PLA-TR21,Автомобиль легковой №2523,03-KON-0PLA-TRAN,first03-KON-0PLA-TR21,first03,KON,0PLA,TR21,no_data,no_data,no_data,no_data
440,440,03-KON-0PLA-TR22,Автомобиль легковой №2524,03-KON-0PLA-TRAN,first03-KON-0PLA-TR22,first03,KON,0PLA,TR22,no_data,no_data,no_data,no_data
441,441,03-KON-0PLA-TR23,Автомобиль легковой №2525,03-KON-0PLA-TRAN,first03-KON-0PLA-TR23,first03,KON,0PLA,TR23,no_data,no_data,no_data,no_data
442,442,03-KON-0PLA-TR24,Автомобиль легковой №2526,03-KON-0PLA-TRAN,first03-KON-0PLA-TR24,first03,KON,0PLA,TR24,no_data,no_data,no_data,no_data
443,443,03-KON-0PLA-TR25,Автомобиль скорой мед помощи №2807,03-KON-0PLA-TRAN,first03-KON-0PLA-TR25,first03,KON,0PLA,TR25,no_data,no_data,no_data,no_data
444,444,03-KON-0PLA-TR26,Автомобиль скорой мед помощи №2817,03-KON-0PLA-TRAN,first03-KON-0PLA-TR26,first03,KON,0PLA,TR26,no_data,no_data,no_data,no_data
445,445,03-KON-0PLA-TR27,Автомобиль легковой №2505,03-KON-0PLA-TRAN,first03-KON-0PLA-TR27,first03,KON,0PLA,TR27,no_data,no_data,no_data,no_data
446,446,03-KON-0PLA-TRAN,Автотранспорт,03-KON-0PLA,first03-KON-0PLA-TRAN,first03,KON,0PLA,TRAN,no_data,no_data,no_data,no_data
447,447,03-KON-0PST,Парк спецтехники,03-KON,first03-KON-0PST,first03,KON,0PST,no_data,no_data,no_data,no_data,no_data
448,448,03-KON-0PST-TR03,Машина специальная №2107,03-KON-0PST-TRAN,first03-KON-0PST-TR03,first03,KON,0PST,TR03,no_data,no_data,no_data,no_data
449,449,03-KON-0PST-TR04,Автомобиль бортовой с КМУ №2301,03-KON-0PST-TRAN,first03-KON-0PST-TR04,first03,KON,0PST,TR04,no_data,no_data,no_data,no_data
450,450,03-KON-0PST-TR05,Автомобиль бортовой с КМУ №2302,03-KON-0PST-TRAN,first03-KON-0PST-TR05,first03,KON,0PST,TR05,no_data,no_data,no_data,no_data
451,451,03-KON-0PST-TR06,Автомобиль бортовой с КМУ №2304,03-KON-0PST-TRAN,first03-KON-0PST-TR06,first03,KON,0PST,TR06,no_data,no_data,no_data,no_data
452,452,03-KON-0PST-TR07,Машина комбинированная №2703,03-KON-0PST-TRAN,first03-KON-0PST-TR07,first03,KON,0PST,TR07,no_data,no_data,no_data,no_data
453,453,03-KON-0PST-TR08,Автоцистерна №2706,03-KON-0PST-TRAN,first03-KON-0PST-TR08,first03,KON,0PST,TR08,no_data,no_data,no_data,no_data
454,454,03-KON-0PST-TR09,Машина комбинированная №2707,03-KON-0PST-TRAN,first03-KON-0PST-TR09,first03,KON,0PST,TR09,no_data,no_data,no_data,no_data
455,455,03-KON-0PST-TR10,Автоцистерна пожарная №2801,03-KON-0PST-TRAN,first03-KON-0PST-TR10,first03,KON,0PST,TR10,no_data,no_data,no_data,no_data
456,456,03-KON-0PST-TR11,Автоцистерна пожарная №2802,03-KON-0PST-TRAN,first03-KON-0PST-TR11,first03,KON,0PST,TR11,no_data,no_data,no_data,no_data
457,457,03-KON-0PST-TR12,Автомобиль легковой №2803,03-KON-0PST-TRAN,first03-KON-0PST-TR12,first03,KON,0PST,TR12,no_data,no_data,no_data,no_data
458,458,03-KON-0PST-TR13,Столовая передвижная №2804,03-KON-0PST-TRAN,first03-KON-0PST-TR13,first03,KON,0PST,TR13,no_data,no_data,no_data,no_data
459,459,03-KON-0PST-TR14,Фургон-столовая №2805,03-KON-0PST-TRAN,first03-KON-0PST-TR14,first03,KON,0PST,TR14,no_data,no_data,no_data,no_data
460,460,03-KON-0PST-TR15,Автомобиль бортовой с КМУ №2806,03-KON-0PST-TRAN,first03-KON-0PST-TR15,first03,KON,0PST,TR15,no_data,no_data,no_data,no_data
461,461,03-KON-0PST-TR16,Передвижная мастерская Макар №2812,03-KON-0PST-TRAN,first03-KON-0PST-TR16,first03,KON,0PST,TR16,no_data,no_data,no_data,no_data
462,462,03-KON-0PST-TR17,Автомобиль бортовой с КМУ №2808,03-KON-0PST-TRAN,first03-KON-0PST-TR17,first03,KON,0PST,TR17,no_data,no_data,no_data,no_data
463,463,03-KON-0PST-TR18,Машина комбинированная №2809,03-KON-0PST-TRAN,first03-KON-0PST-TR18,first03,KON,0PST,TR18,no_data,no_data,no_data,no_data
464,464,03-KON-0PST-TR19,Машина вакуумная №2810,03-KON-0PST-TRAN,first03-KON-0PST-TR19,first03,KON,0PST,TR19,no_data,no_data,no_data,no_data
465,465,03-KON-0PST-TR20,Машина вакуумная №2811,03-KON-0PST-TRAN,first03-KON-0PST-TR20,first03,KON,0PST,TR20,no_data,no_data,no_data,no_data
466,466,03-KON-0PST-TR21,Музоровоз №2814,03-KON-0PST-TRAN,first03-KON-0PST-TR21,first03,KON,0PST,TR21,no_data,no_data,no_data,no_data
467,467,03-KON-0PST-TR22,Автоцистерна пожарная №2815,03-KON-0PST-TRAN,first03-KON-0PST-TR22,first03,KON,0PST,TR22,no_data,no_data,no_data,no_data
468,468,03-KON-0PST-TR23,Фургон (маслостанция) №2818,03-KON-0PST-TRAN,first03-KON-0PST-TR23,first03,KON,0PST,TR23,no_data,no_data,no_data,no_data
469,469,03-KON-0PST-TR24,Фургон спец с КМУ №2819,03-KON-0PST-TRAN,first03-KON-0PST-TR24,first03,KON,0PST,TR24,no_data,no_data,no_data,no_data
470,470,03-KON-0PST-TR25,Автомобиль бортовой с КМУ №2820,03-KON-0PST-TRAN,first03-KON-0PST-TR25,first03,KON,0PST,TR25,no_data,no_data,no_data,no_data
471,471,03-KON-0PST-TR26,Автомобиль-лаборатория №2821,03-KON-0PST-TRAN,first03-KON-0PST-TR26,first03,KON,0PST,TR26,no_data,no_data,no_data,no_data
472,472,03-KON-0PST-TR27,Автофургон №2822,03-KON-0PST-TRAN,first03-KON-0PST-TR27,first03,KON,0PST,TR27,no_data,no_data,no_data,no_data
473,473,03-KON-0PST-TR28,Автомобиль бортовой с КМУ №2823,03-KON-0PST-TRAN,first03-KON-0PST-TR28,first03,KON,0PST,TR28,no_data,no_data,no_data,no_data
474,474,03-KON-0PST-TR29,Фургон специальный №2824,03-KON-0PST-TRAN,first03-KON-0PST-TR29,first03,KON,0PST,TR29,no_data,no_data,no_data,no_data
475,475,03-KON-0PST-TR30,Машина для забойки скважини №2826,03-KON-0PST-TRAN,first03-KON-0PST-TR30,first03,KON,0PST,TR30,no_data,no_data,no_data,no_data
476,476,03-KON-0PST-TR31,Смесительно-зарядная машина №2816,03-KON-0PST-TRAN,first03-KON-0PST-TR31,first03,KON,0PST,TR31,no_data,no_data,no_data,no_data
477,477,03-KON-0PST-TR32,Автотопливозаправщик №2101,03-KON-0PST-TRAN,first03-KON-0PST-TR32,first03,KON,0PST,TR32,no_data,no_data,no_data,no_data
478,478,03-KON-0PST-TR33,Автоцистерна №2105,03-KON-0PST-TRAN,first03-KON-0PST-TR33,first03,KON,0PST,TR33,no_data,no_data,no_data,no_data
479,479,03-KON-0PST-TRAN,Автотранспорт,03-KON-0PST,first03-KON-0PST-TRAN,first03,KON,0PST,TRAN,no_data,no_data,no_data,no_data
480,480,03-KON-OBSL,Обурудование СЛ прочее,03-KON,first03-KON-OBSL,first03,KON,OBSL,no_data,no_data,no_data,no_data,no_data
481,481,03-KON-OBSL-GR01,Автогрейдер 140M,03-KON-OBSL,first03-KON-OBSL-GR01,first03,KON,OBSL,GR01,no_data,no_data,no_data,no_data
482,482,03-KON-OBSL-OB02, БелАЗ-7547 №2441,03-KON-OBSL-PBEL,first03-KON-OBSL-OB02,first03,KON,OBSL,OB02,no_data,no_data,no_data,no_data
483,483,03-KON-OBSL-OB02-TIRE,Автошины и КГШ,03-KON-OBSL-OB02,first03-KON-OBSL-OB02-TIRE,first03,KON,OBSL,OB02,no_data,no_data,no_data,no_data
484,484,03-KON-OBSL-OB03, БелАЗ-7547 №2442,03-KON-OBSL-PBEL,first03-KON-OBSL-OB03,first03,KON,OBSL,OB03,no_data,no_data,no_data,no_data
485,485,03-KON-OBSL-OB03-TIRE,Автошины и КГШ,03-KON-OBSL-OB03,first03-KON-OBSL-OB03-TIRE,first03,KON,OBSL,OB03,no_data,no_data,no_data,no_data
486,486,03-KON-OBSL-OB04, БелАЗ-7547 №2443,03-KON-OBSL-PBEL,first03-KON-OBSL-OB04,first03,KON,OBSL,OB04,no_data,no_data,no_data,no_data
487,487,03-KON-OBSL-OB05, БелАЗ-7547 №2444,03-KON-OBSL-PBEL,first03-KON-OBSL-OB05,first03,KON,OBSL,OB05,no_data,no_data,no_data,no_data
488,488,03-KON-OBSL-OB05-TIRE,Автошины и КГШ,03-KON-OBSL-OB05,first03-KON-OBSL-OB05-TIRE,first03,KON,OBSL,OB05,no_data,no_data,no_data,no_data
489,489,03-KON-OBSL-OB06, БелАЗ-7547 №2445,03-KON-OBSL-PBEL,first03-KON-OBSL-OB06,first03,KON,OBSL,OB06,no_data,no_data,no_data,no_data
490,490,03-KON-OBSL-OB06-TIRE,Автошины и КГШ,03-KON-OBSL-OB06,first03-KON-OBSL-OB06-TIRE,first03,KON,OBSL,OB06,no_data,no_data,no_data,no_data
491,491,03-KON-OBSL-OB07, БелАЗ-7547 №2446,03-KON-OBSL-PBEL,first03-KON-OBSL-OB07,first03,KON,OBSL,OB07,no_data,no_data,no_data,no_data
492,492,03-KON-OBSL-OB07-TIRE,Автошины и КГШ,03-KON-OBSL-OB07,first03-KON-OBSL-OB07-TIRE,first03,KON,OBSL,OB07,no_data,no_data,no_data,no_data
493,493,03-KON-OBSL-PBEL,Самосвалы БелАЗ-7547,03-KON-PBEL,first03-KON-OBSL-PBEL,first03,KON,OBSL,PBEL,no_data,no_data,no_data,no_data
494,494,03-KON-PBEL,Парк самосвалов БелАЗ,03-KON,first03-KON-PBEL,first03,KON,PBEL,no_data,no_data,no_data,no_data,no_data
495,495,03-KON-PBEL-BE01,Самосвал БелАЗ 7540В №2826,03-KON-PBEL-BELZ,first03-KON-PBEL-BE01,first03,KON,PBEL,BE01,no_data,no_data,no_data,no_data
496,496,03-KON-PBEL-BE02,Самосвал БелАЗ 7540В №2827,03-KON-PBEL-BELZ,first03-KON-PBEL-BE02,first03,KON,PBEL,BE02,no_data,no_data,no_data,no_data
497,497,03-KON-PBEL-BE03,Самосвал БелАЗ 7540В №2828,03-KON-PBEL-BELZ,first03-KON-PBEL-BE03,first03,KON,PBEL,BE03,no_data,no_data,no_data,no_data
498,498,03-KON-PBEL-BE04,Самосвал БелАЗ 7540В №2829,03-KON-PBEL-BELZ,first03-KON-PBEL-BE04,first03,KON,PBEL,BE04,no_data,no_data,no_data,no_data
499,499,03-KON-PBEL-BE05,Самосвал БелАЗ 7540В №2830,03-KON-PBEL-BELZ,first03-KON-PBEL-BE05,first03,KON,PBEL,BE05,no_data,no_data,no_data,no_data
500,500,03-KON-PBEL-BE06,Самосвал БелАЗ 7540В №2831,03-KON-PBEL-BELZ,first03-KON-PBEL-BE06,first03,KON,PBEL,BE06,no_data,no_data,no_data,no_data
501,501,03-KON-PBEL-BELZ,Самосвалы БелАЗ-7540,03-KON-PBEL,first03-KON-PBEL-BELZ,first03,KON,PBEL,BELZ,no_data,no_data,no_data,no_data
502,502,03-KON-PBLZ,Парк спецтехники на шасси БелАЗ,03-KON,first03-KON-PBLZ,first03,KON,PBLZ,no_data,no_data,no_data,no_data,no_data
503,503,03-KON-PBLZ-TEHN,Оборудование горно-транспортное,03-KON-PBLZ,first03-KON-PBLZ-TEHN,first03,KON,PBLZ,TEHN,no_data,no_data,no_data,no_data
504,504,03-KON-PBLZ-TN01,Машина поливооросительная №2701,03-KON-PBLZ-TEHN,first03-KON-PBLZ-TN01,first03,KON,PBLZ,TN01,no_data,no_data,no_data,no_data
505,505,03-KON-PBLZ-TN01-TIRE,Автошины и КГШ,03-KON-PBLZ-TN01,first03-KON-PBLZ-TN01-TIRE,first03,KON,PBLZ,TN01,no_data,no_data,no_data,no_data
506,506,03-KON-PBLZ-TN02,Машина поливооросительная №2702,03-KON-PBLZ-TEHN,first03-KON-PBLZ-TN02,first03,KON,PBLZ,TN02,no_data,no_data,no_data,no_data
507,507,03-KON-PBLZ-TN02-TIRE,Автошины и КГШ,03-KON-PBLZ-TN02,first03-KON-PBLZ-TN02-TIRE,first03,KON,PBLZ,TN02,no_data,no_data,no_data,no_data
508,508,03-KON-PBLZ-TN03,Тягач-буксировщик №2813,03-KON-PBLZ-TEHN,first03-KON-PBLZ-TN03,first03,KON,PBLZ,TN03,no_data,no_data,no_data,no_data
509,509,03-KON-PBLZ-TN03-TIRE,Автошины и КГШ,03-KON-PBLZ-TN03,first03-KON-PBLZ-TN03-TIRE,first03,KON,PBLZ,TN03,no_data,no_data,no_data,no_data
510,510,03-KON-PBLZ-TN04,Тягач-буксировщик №2825,03-KON-PBLZ-TEHN,first03-KON-PBLZ-TN04,first03,KON,PBLZ,TN04,no_data,no_data,no_data,no_data
511,511,03-KON-PGPM,Парк ГПМ,03-KON,first03-KON-PGPM,first03,KON,PGPM,no_data,no_data,no_data,no_data,no_data
