,Unnamed: 0,Планир. завод,ГрупПлановик,Сообщение,Вид заказа,Вид работы ТОРО,ВремяРемПростояЗкз,БазисСрокНачала,БазисСрокКонца,Заказ,Ссылочная дата,Ссылочное время,Дата изменения,Рабочее место,Резерв./заявка,Тип заказа,ПроизвУчасток,БЕ,Дата ввода,ПоказанСчетчика,Факт. деблокир.,ФактичСрокКонца,Факт.окончание,Общий расчет,ОбщЗатраты/факт,ОбщЗатраты/план,ЗапланКонец,БазисВремяКонца,Конец: время,Бизнес-сфера,ФактСрокНачала,ЗапланНачало,ФактНчл/Врем,Время начала,Время начала.1,История с,СхемаКальк,ТоргДокумент,Позиция,КЕ,Ответств. МВЗ,Ведущий заказ,Метка удаления,ДатаЗаверш,ЕстьПодробТекст,ВышестоящЗаказ,Базисная ЕИ,Количество,Помещение,Имя списка,Плановая дата,Номер объекта,СписОбъект,ГрПлан/Техкарта,ИндПланирЗаказа,СчтГрупТехкарт,Группа,Почтовый индекс,МВП,Приоритет,СПП-элемент,Регион,Ревизия,Серийный номер,Материал,НазвСервПродукт,СервиснПродукт,Сектор,Сектор - Сбыт,Местоположение,Улица,ЗаводРасплТехОб,ПредварЗатраты,ПользовСтатус,Группа сбыта,СбытовОрганизац,СбытовОрганизац - Сб,ВышестОперация,Канал сбыта,Канал сбыта - Сбыт,Валюта,ПозПредупрТОРО,ПланПредупрТОРО,Завод,Код надбавки,Ид. причины,Причина корр-ки,ИндНаличПрикрДокум,ИмеютсяНеСоглЗапросы,ПериодРемCAPEX(мес),Класс ЕО,ПрочиеФакт,ПрочиеПлан,БюджетФактИтог,БюджетПланИтог,МТР ФактИтог,МТР ПланИтог,Стоимость новой ЕО,ТЗРФакт,ТЗРПлан,ОбщееВремяПростояЗкз,ОборудованиеНаГарант,Инд. статуса «ФИКС»,Отв. сотрудн. таб. №,НаименованиеКлассаЕО,МТРподр,НеобходимНарядДопуск,СтатВыдачиРазрешений,СистСтатСообщТОРО,КапитализирРемонт,Исходная стоимость,Дефицит,Требуемая стоимость,СППДефицит,%СтоимРемФСтоимНовЕО,%СтоимРемПСтоимНовЕО,СистСтатус,ВремяРемПростояТК,ОбщееВремяПростояТК,ВремяТехнПростояТК,Заказано УСО,Описание,Краткий текст,СистемнСтатус,Отв. сотрудник ФИО,ПользСтатус,ОбщСумма (План),ОбщаяСумма(Фкт),ФОТПлан,ФОТФакт,МатериалыПлан,МатериалыФакт,ЗапчастиПлан,ЗапчастиФакт,УСОПоРемонтуПлан,УСОПоРемонтуФакт,Ед. оборудов.,Техместо,Описание.1,СПП-ЗаголЗаказа,Отв. раб.место,МВЗ,ВремяТехнПростояЗкз,Фактический простой,Принято УСО,ПредвЗарегистрирУСО,user_status,utvg,tkbe,utvm
30811,30811,1100,100.0,7100381407.0,APP1,ТО3,6.55,2022-01-09,2022-01-09,1100380417,2022-01-17,14:03:36,2022-01-17,11400420.0,3,30,,1100,2021-03-24,,2021-09-30,2022-01-09,14:30:00,0,261219.65,312760.59,2022-01-09,14:30:00,14:30:00,,2022-01-09,2022-01-09,07:57:00,07:57:00,13:08:11,,PP-PC1,,0,1000,,,,2022-01-17,,,,0,7814.0,,2022-05-05,OR001100380417,496 525,100.0,1.0,О3,A0000001,,ZZ00005000,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  МТРЦ ПЗТГ СРОЧ ТКБЕ*,,,,,,,RUB,160515.0,100000059351.0,1100,,,,,,0,E01_01,0,0,252708.14,304249.08,252708.14,304249.08,66284736.9,0.0,0,6.55,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ТЗКР ЧПЕЧ ПДТВ ПКАЛ ПРВВ ДВМА ДМНП JBFI,8.1,8.1,0,0.0,Самосвал карьерный 785C №420,ТО3 Самосвал карьерный 785C №420,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ ЧПЕЧ,,СГГС ГОД УТВГ УТВП МЕС УТВМ ГИП СРОЧ МТРЦ ТКБЕ ПЗТГ,312760.59,261219.65,8511.51,8511.51,195719.23,132920.36,108529.85,119787.78,0.0,0.0,100000065972.0,11-RUD-CGTR-SEBT-CC19,Самосвал карьерный №420,LT-1100-2022-2-012-02,C-CRGTOV,1113011620,0,7.55,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'ПЗТГ', 'СРОЧ', 'ТКБЕ*']",0,1,0
30812,30812,1100,100.0,7100381385.0,APP1,ТО1,4.25,2022-01-09,2022-01-09,1100380405,2021-12-05,07:44:04,2021-12-05,11400420.0,3,30,,1100,2021-03-24,,2021-09-30,,00:00:00,0,0.0,133473.96,2022-01-09,13:15:00,13:15:00,,,2022-01-09,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,X,2021-12-05,,,,0,7814.0,,2022-01-09,OR001100380405,496 513,100.0,1.0,О1,A0000001,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,,,,,,,RUB,160513.0,100000059351.0,1100,,,,,,0,E01_01,0,0,0.0,95172.15,0.0,95172.15,66284736.9,0.0,0,4.25,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР ПКАЛ ПРВВ МТКУ ДМНП,4.25,4.25,0,0.0,Самосвал карьерный 785C №420,Техническое обслуживание 1,ЗАКР ДМНП МТКУ ПКАЛ ПРВВ,,СГГС ГОД УТВП ГИП СРОЧ МТРЦ ТКБЕ,133473.96,0.0,38301.81,0.0,44699.65,0.0,50472.5,0.0,0.0,0.0,100000065972.0,11-RUD-CGTR-SEBT-CC19,Самосвал карьерный №420,LT-1100-2022-2-012-02,C-OGM,1113011620,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МТРЦ', 'СРОЧ', 'ТКБЕ', 'УТВП']",0,1,0
13759,13759,1100,100.0,7200145898.0,APP1,ТО4,0.95,2022-01-09,2022-01-09,1100379051,2022-01-23,07:44:28,2022-01-23,39073211.0,3,30,,1100,2021-03-24,,2022-01-23,2022-01-09,15:01:00,0,87315.42,92787.93,2022-01-09,15:01:00,15:01:00,,2022-01-09,2022-01-09,14:04:00,14:04:00,14:04:00,,PP-PC1,,0,1000,,,,2022-01-23,,,,0,32625.0,,2022-02-22,OR001100379051,494 952,100.0,1.0,,,,ZZ00005000,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  МТРЦ УТВМ,,,,,,,RUB,155830.0,100000056725.0,1100,,,,,,0,E05_02,0,0,73601.19,79073.7,73601.19,79073.7,27043210.0,0.0,0,0.95,,,,Бульдозеры гусеничные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ТЗКР ПДТВ ПКАЛ ПРВВ ДВМА ДМНП JBFI,0.0,0.0,0,0.0,Бульдозер D475A-5 №3211,ТО4 Бульдозер D475A-5 №3211,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ,,СГГС ГОД МЕС УТВМ ГИП МТРЦ,92787.93,87315.42,13714.23,13714.23,33195.4,22517.6,45878.3,51083.59,0.0,0.0,100000059056.0,11-RUD-CGTR-SETT-UCTT-BZ19,Бульдозер гусеничный №3211,LT-1100-2022-2-006-02,C-CRGOTT,1114011123,0,0.95,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'УТВМ']",0,0,1
17364,17364,1100,100.0,7100577711.0,APP1,ТО1,7.21,2022-01-09,2022-01-09,1100587014,2022-01-19,13:01:32,2022-01-19,11400440.0,3,30,,1100,2021-12-08,,2022-01-09,2022-01-09,23:27:36,0,95831.56,114607.07,2022-01-09,23:27:00,23:27:36,,2022-01-09,2022-01-09,16:15:00,16:15:00,21:02:09,,PP-PC1,,0,1000,,,,2022-01-19,,,,0,,,2022-01-01,OR001100587014,823 161,100.0,1.0,О1,A0000001,,ZZ00005000,3.0,,,,,,,,,,11050111.0,,1105,0,СГГС МЕС  МТРЦ ПЗТГ СРОЧ УТВМ,,,,,,,RUB,157304.0,100000057510.0,1100,,,,,X,0,E01_01,0,0,78808.54,97584.05,78808.54,97584.05,79527859.01,0.0,0,7.21,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ТЗКР ПДТВ ПКАЛ ПРВВ ДВМА ДМНП JBFI,4.25,4.25,0,0.0,Самосвал карьерный 785C №440,ТО1 Самосвал карьерный 785C №440,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ,,СГГС МЕС УТВМ СРОЧ МТРЦ ПЗТГ,114607.07,95831.56,17023.02,17023.02,56710.1,38400.26,40873.95,40408.28,0.0,0.0,100000062399.0,11-RUD-CGTR-SEBT-CC39,Самосвал карьерный №440,LT-1100-2022-2-012-02,C-CRGTOV,1113011620,0,10.21,0.0,0.0,"['СГГС', 'МЕС', '', 'МТРЦ', 'ПЗТГ', 'СРОЧ', 'УТВМ']",0,0,1
19031,19031,1100,100.0,7100382584.0,APP1,ТР,42.0,2022-01-09,2022-01-11,1100381584,2022-01-09,09:00:00,2021-12-30,11810708.0,2,30,,1100,2021-03-31,,,,00:00:00,0,0.0,297902.85,2022-01-10,03:00:00,20:00:00,,,2022-01-09,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,7290.0,,2022-01-09,OR001100381584,500 380,100.0,1.0,ТР,A0003596,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  НЕД  ПЗТГ ТКБЕ УТВМ*,,,,,,,RUB,163648.0,100000061137.0,1100,,,,,,0,E01_01,0,0,0.0,0.0,0.0,0.0,98937955.34,0.0,0,42.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП KKMP,35.0,35.0,0,0.0,Самосвал карьерный 793D №708,ТР самосвала 793D,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВП МЕС УТВМ НЕД ГИП ТКБЕ ПЗТГ,297902.85,0.0,297902.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000065523.0,11-RUD-CGTR-SEBT-CD08,Самосвал карьерный №708,LT-1100-2022-2-012-02,C-OGM,1113011920,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'НЕД', '', 'ПЗТГ', 'ТКБЕ', 'УТВМ*']",0,1,0
25977,25977,1100,100.0,7200145910.0,APP1,ТО2,4.33,2022-01-09,2022-01-09,1100591758,2022-01-10,20:00:19,2022-01-10,11400536.0,3,30,,1100,2021-12-09,,2022-01-09,2022-01-09,14:42:48,0,191597.12,223036.24,2022-01-09,14:42:00,14:42:48,,2022-01-09,2022-01-09,10:23:00,10:23:00,10:23:00,,PP-PC1,,0,1000,,,,2022-01-10,,,,0,,,2022-01-01,OR001100591758,828 173,100.0,1.0,О2,A0000001,,ZZ00005000,3.0,,,,,,,,,,11050103.0,,1105,0,СГГС МЕС  МТРЦ НЕД  ПЗТГ СРОЧ УТВМ,,,,,,,RUB,159780.0,100000058904.0,1100,,,,,,0,E01_01,0,0,118398.13,149837.25,118398.13,149837.25,82355655.73,0.0,0,4.33,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ТЗКР ПДТВ ПКАЛ ПРВВ ДВМА ДМНП JBFI,6.1,6.1,0,0.0,Самосвал карьерный 785C №536,ТО2 Самосвал карьерный 785C №536,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ,,СГГС МЕС УТВМ НЕД СРОЧ МТРЦ ПЗТГ,223036.24,191597.12,73198.99,73198.99,110234.05,74625.56,39603.2,43772.57,0.0,0.0,100000065635.0,11-RUD-CGTR-SEBT-CC84,Самосвал карьерный №536,LT-1100-2022-2-012-02,C-CRGTOB,1113011620,0,5.33,0.0,0.0,"['СГГС', 'МЕС', '', 'МТРЦ', 'НЕД', '', 'ПЗТГ', 'СРОЧ', 'УТВМ']",0,0,1
17178,17178,1100,100.0,7100625356.0,APP1,ТО3,8.74,2022-01-09,2022-01-10,1100634021,2022-01-17,14:04:27,2022-01-17,11400438.0,3,30,,1100,2021-12-18,,2022-01-09,2022-01-10,06:53:24,0,351671.66,412018.31,2022-01-10,06:53:00,06:53:24,,2022-01-09,2022-01-09,22:09:00,22:09:00,22:09:00,,PP-PC1,,0,1000,,,,2022-01-17,,,,0,,,2022-01-12,OR001100634021,877 648,100.0,1.0,О3,A0000001,,ZZ00005000,3.0,,,,,,,,,,11050111.0,,1105,0,СГГС МЕС  МТРЦ ПЗТГ СРОЧ УТВМ,,,,,,,RUB,157270.0,100000057486.0,1100,,,,,,0,E01_01,0,0,201869.08,262215.73,201869.08,262215.73,79291170.07,0.0,0,8.74,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,1,ТЗКР ЧПЕЧ ПДТВ ПКАЛ ПРВВ ДВМА ДМНП JBFI,8.1,8.1,0,0.0,Самосвал карьерный 785C №438,ТО3 Самосвал карьерный 785C №438,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ ЧПЕЧ,,СГГС МЕС УТВМ СРОЧ МТРЦ ПЗТГ,412018.31,351671.66,149802.58,149802.58,206500.98,140233.61,55714.75,61635.47,0.0,0.0,100000062397.0,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,LT-1100-2022-2-012-02,C-CRGTOV,1113011620,0,8.74,0.0,0.0,"['СГГС', 'МЕС', '', 'МТРЦ', 'ПЗТГ', 'СРОЧ', 'УТВМ']",0,0,1
11278,11278,1100,100.0,7100440397.0,APP1,ТР,27.0,2022-01-09,2022-01-10,1100440097,2021-07-08,07:52:17,2021-07-08,39630019.0,2,30,,1100,2021-05-18,,,,00:00:00,0,0.0,22887.9,2022-01-10,12:00:00,12:00:00,,,2022-01-09,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,X,2021-07-08,,,,0,32489.0,,2022-01-09,OR001100440097,579 048,100.0,1.0,ТР,B0005135,,,3.0,,,,,,,,,,,,1105,0,ПЛАН МТРЦ СРОЧ,,,,,,,RUB,164328.0,100000061568.0,1100,,,,,,0,E17_09,0,0,0.0,22887.9,0.0,22887.9,8322363.9,0.0,0,27.0,,,,Краны-трубоукладчики,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП,27.0,27.0,0,0.0,Кран-трубоукладчик ТГ-221Я,ТР крана-трубоукладчика ТГ-221Я,ЗАКР ДМНП МТКУ НЕВЫ ПКАЛ,,ПЛАН СРОЧ МТРЦ,22887.9,0.0,0.0,0.0,2300.0,0.0,20587.9,0.0,0.0,0.0,100000058932.0,11-RUD-CGTR-SETT-UCTT-LF01,Кран-трубоукладчик №19ТР,LT-1100-2022-2-006-02,C-OGM,1114011523,0,0.0,0.0,0.0,"['ПЛАН', 'МТРЦ', 'СРОЧ']",0,0,0
1821,1821,1100,100.0,7100321306.0,APP1,ТО2,23.4,2022-01-09,2022-01-09,1100318396,2021-12-25,04:27:13,2021-12-25,,2,30,,1100,2020-11-27,,,,00:00:00,0,0.0,228733.8,2022-01-09,23:24:00,23:24:00,,,2022-01-09,00:00:00,00:00:00,00:00:00,,PP-PC1,,0,1000,,,X,,,,,0,108774.0,,,OR001100318396,394 384,,1.0,,,,,,,,,,,,,,,,,1105,0,СГПЛ ГИП  ГОД  МЕС  ПЗТГ УТВГ УТВМ,,,,,,,RUB,,,1100,,,,,,0,E05_02,0,0,0.0,0.0,0.0,0.0,12947234.38,0.0,0,23.4,,,,Бульдозеры гусеничные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,2,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,0.0,0.0,0,0.0,Бульдозер D63E-12 №3306,ТО2 Бульдозер Komatsu D63E-12 №3306,ЗАКР KKMP ДМНП МТКУ НЕВЫ ПКАЛ,,СГПЛ ГОД УТВГ МЕС УТВМ ГИП ПЗТГ,228733.8,0.0,228733.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000026791.0,11-RUD-CGTR-SETT-UCTT-BZ32,Бульдозер гусеничный №3306,LT-1100-2022-2-006-02,C-OGM,1114011223,0,0.0,0.0,0.0,"['СГПЛ', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'ПЗТГ', 'УТВГ', 'УТВМ']",1,0,1
6184,6184,1100,100.0,7200146264.0,APP1,ТО1,1.8,2022-01-10,2022-01-11,1100384687,2022-01-23,07:43:12,2022-01-23,16023512.0,3,30,,1100,2021-04-02,,2022-01-23,2022-01-11,00:36:00,0,31075.36,31451.56,2022-01-11,00:36:00,00:36:00,,2022-01-10,2022-01-10,22:48:00,22:48:00,22:48:00,,PP-PC1,,0,1000,,,,2022-01-23,,,,0,235846.0,,2022-02-12,OR001100384687,504 212,100.0,1.0,,,,ZZ00005000,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  МТРЦ УТВМ,,,,,,,RUB,153458.0,100000055467.0,1100,,,,,,0,E17_11,0,0,22259.07,22635.27,22259.07,22635.27,0.0,0.0,0,1.8,,,,Погрузчики фронтальные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ТЗКР ПДТВ ПКАЛ ПРВВ ДВМА ДМНП JBFI,0.0,0.0,0,0.0,Погрузчик фронтальный WA470-6А №3512,ТО1 Погрузчик фронтальный WA470-6А №3512,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ,,СГГС ГОД МЕС УТВМ ГИП МТРЦ,31451.56,31075.36,8816.29,8816.29,5782.72,3298.56,16852.55,18960.51,0.0,0.0,100000054865.0,11-RUD-CGTR-SETT-UCTT-LF18,Погрузчик фронтальный №3512,LT-1100-2022-2-006-02,C-CRGOTT,1114011523,0,1.8,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'УТВМ']",0,0,1
23603,23603,1100,100.0,7100380346.0,APP1,ТО1,4.25,2022-01-10,2022-01-10,1100379366,2021-12-08,06:05:52,2021-12-08,11400502.0,3,30,,1100,2021-03-24,,2021-09-30,,00:00:00,0,0.0,133473.96,2022-01-10,13:15:00,13:15:00,,,2022-01-10,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,X,2021-12-08,,,,0,7407.0,,2022-01-10,OR001100379366,495 347,100.0,1.0,О1,A0000001,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,,,,,,,RUB,159311.0,100000058592.0,1100,,,,,,0,E01_01,0,0,0.0,95172.15,0.0,95172.15,74604452.38,0.0,0,4.25,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР ПКАЛ ПРВВ МТКУ ДМНП,4.25,4.25,0,0.0,Самосвал карьерный 785C №502,Техническое обслуживание 1,ЗАКР ДМНП МТКУ ПКАЛ ПРВВ,,СГГС ГОД УТВП ГИП СРОЧ МТРЦ ТКБЕ,133473.96,0.0,38301.81,0.0,44699.65,0.0,50472.5,0.0,0.0,0.0,100000065607.0,11-RUD-CGTR-SEBT-CC51,Самосвал карьерный №502,LT-1100-2022-2-012-02,C-OGM,1113011620,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МТРЦ', 'СРОЧ', 'ТКБЕ', 'УТВП']",0,1,0
22174,22174,1100,100.0,7100379999.0,APP1,ТО3,36.6,2022-01-10,2022-01-11,1100378989,2021-12-19,06:02:14,2021-12-19,11020058.0,3,30,,1100,2021-03-24,,2021-09-30,,00:00:00,0,0.0,332503.6,2022-01-11,21:36:00,20:00:00,,,2022-01-10,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,X,2021-12-19,,,,0,7386.0,,2022-01-10,OR001100378989,494 890,100.0,1.0,О3,A0003985,,,3.0,,,,,,,,,,,,1105,0,СГПЛ ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,,,,,,,RUB,159078.0,100000058469.0,1100,,МТР,Увеличение стоимости МТР,,,0,E01_01,0,0,0.0,20982.38,0.0,20982.38,13208175.58,0.0,0,36.6,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,3,ЗАКР ПКАЛ ПРВВ МТКУ ДМНП,36.6,36.6,0,0.0,Самосвал карьерный БЕЛАЗ-7540К №58,Техническое обслуживание 3,ЗАКР ДМНП МТКУ ПКАЛ ПРВВ,,СГПЛ ГОД УТВП ГИП СРОЧ МТРЦ ТКБЕ,332503.6,0.0,311521.22,0.0,13571.44,0.0,7410.94,0.0,0.0,0.0,100000065588.0,11-RUD-CGTR-SEBT-BE13,Самосвал карьерный №58,LT-1100-2022-2-012-02,C-OGM,1113011520,0,0.0,0.0,0.0,"['СГПЛ', 'ГИП', '', 'ГОД', '', 'МТРЦ', 'СРОЧ', 'ТКБЕ', 'УТВП']",0,1,0
27479,27479,1100,100.0,7100622942.0,APP1,ТО3,5.72,2022-01-10,2022-01-10,1100631478,2022-01-20,12:30:41,2022-01-20,11210149.0,3,30,,1100,2021-12-14,,2022-01-10,2022-01-10,22:12:12,0,263153.75,293667.95,2022-01-10,22:12:00,22:12:12,,2022-01-10,2022-01-10,16:29:00,16:29:00,16:29:00,,PP-PC1,,0,1000,,,,2022-01-20,,,,0,,,2023-05-17,OR001100631478,872 093,100.0,1.0,О3,A0003595,,ZZ00005000,3.0,,,,,,,,,,11050410.0,,1105,0,СГГС МЕС  МТРЦ НЕД  ПЗТГ СРОЧ УТВМ,,,,,,,RUB,159986.0,100000059030.0,1100,,,,,X,0,E01_01,0,0,166122.54,196636.74,166122.54,196636.74,47832698.58,0.0,0,5.72,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,1,1,ТЗКР ПДТВ ПКАЛ ПРВВ ДВМА ДМНП JBFI,14.5,14.5,0,0.0,Самосвал карьерный 777F №149,ТО3 Самосвал карьерный 777F №149,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ,,СГГС МЕС УТВМ НЕД СРОЧ МТРЦ ПЗТГ,293667.95,263153.75,97031.21,97031.21,115922.99,78600.89,80713.75,87521.65,0.0,0.0,100000065893.0,11-RUD-CGTR-SEBT-CF14,Самосвал карьерный №149,LT-1100-2022-2-012-02,C-CRGTOV,1113011120,0,5.72,0.0,0.0,"['СГГС', 'МЕС', '', 'МТРЦ', 'НЕД', '', 'ПЗТГ', 'СРОЧ', 'УТВМ']",0,0,1
6473,6473,1100,100.0,7100625601.0,APP1,ТО2,8.36,2022-01-10,2022-01-10,1100634238,2022-01-20,12:31:31,2022-01-20,11810768.0,3,30,,1100,2021-12-19,,2022-01-09,2022-01-10,16:25:36,0,193231.25,235474.9,2022-01-10,16:25:00,16:00:00,,2022-01-10,2022-01-10,08:04:00,08:04:00,13:34:33,,PP-PC1,,0,1000,,,,2022-01-20,,,,0,,,2022-01-16,OR001100634238,878 506,100.0,1.0,О2,A0003596,,ZZ00005000,3.0,,,,,,,,,,11050111.0,,1105,0,СГГС ГОД  МЕС  МТРЦ ПЗТГ СРОЧ УТВМ,,,,,,,RUB,153629.0,100000055545.0,1100,,,,,X,0,E01_01,0,0,176208.23,218451.88,176208.23,218451.88,0.0,0.0,0,8.36,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ТЗКР ПДТВ ПКАЛ ПРВВ ДВМА ДМНП JBFI,7.0,7.0,0,0.0,Самосвал карьерный 793D №768,ТО2 Самосвал карьерный 793D №768,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ,,СГГС ГОД МЕС УТВМ СРОЧ МТРЦ ПЗТГ,235474.9,193231.25,17023.02,17023.02,137543.78,86664.83,80908.1,89543.4,0.0,0.0,100000054984.0,11-RUD-CGTR-SEBT-CD67,Самосвал карьерный №768,LT-1100-2022-2-012-02,C-CRGTOV,1113011920,0,10.36,0.0,0.0,"['СГГС', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'ПЗТГ', 'СРОЧ', 'УТВМ']",0,0,1
15934,15934,1100,100.0,7100384378.0,APP1,ТР,20.0,2022-01-10,2022-01-11,1100383388,2022-01-10,09:00:00,2021-12-21,11400429.0,2,30,,1100,2021-04-01,,,,00:00:00,0,0.0,297902.85,2022-01-11,05:00:00,05:00:00,,,2022-01-10,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,5204.0,,2022-01-04,OR001100383388,502 333,100.0,1.0,ТР,A0000001,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  ПЗТГ УТВГ УТВМ,,,,,,,RUB,163744.0,100000061233.0,1100,,,,,,0,E01_01,0,0,0.0,0.0,0.0,0.0,65254328.74,0.0,0,20.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП KKMP,35.0,35.0,0,0.0,Самосвал карьерный 785C №429,ТР самосвала 785C,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ МЕС УТВМ ГИП ПЗТГ,297902.85,0.0,297902.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000062383.0,11-RUD-CGTR-SEBT-CC28,Самосвал карьерный №429,LT-1100-2022-2-012-02,C-OGM,1113011620,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'ПЗТГ', 'УТВГ', 'УТВМ']",1,0,1
28001,28001,1100,100.0,7100439888.0,APP1,ТР,35.0,2022-01-10,2022-01-11,1100439622,2022-01-10,09:00:00,2022-01-21,39320804.0,2,30,,1100,2021-05-18,,,,00:00:00,0,0.0,0.0,2022-01-11,20:00:00,20:00:00,,,2022-01-10,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,7737.0,,2022-01-10,OR001100439622,578 395,100.0,1.0,ТР,A0004088,,,3.0,,,,,,,,,,,,1105,0,ПЛАН ГИП  ГОД  КОРР МЕС  ТКБЕ УТВМ УТВН*,,,,,,,RUB,164309.0,100000061549.0,1100,,,,,,0,E05_01,0,0,0.0,0.0,0.0,0.0,7941764.39,0.0,0,35.0,,,,Бульдозеры колесные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП KKMP,35.0,35.0,0,0.0,Бульдозер К-702МБА-01-БКУ №804,ТР бульдозера К702,ОТКР KKMP ДМНП ПКАЛ,,ПЛАН ГОД УТВП МЕС УТВМ УТВН ГИП КОРР ТКБЕ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000065914.0,11-RUD-CGTR-SETT-UDST-BZ06,Бульдозер колесный №804,LT-1100-2022-2-010-02,C-OGM,1114021123,0,0.0,0.0,0.0,"['ПЛАН', 'ГИП', '', 'ГОД', '', 'КОРР', 'МЕС', '', 'ТКБЕ', 'УТВМ', 'УТВН*']",0,1,1
