,Unnamed: 0,Планир. завод,ГрупПлановик,Сообщение,Вид заказа,Вид работы ТОРО,ВремяРемПростояЗкз,БазисСрокНачала,БазисСрокКонца,Заказ,Ссылочная дата,Ссылочное время,Дата изменения,Рабочее место,Резерв./заявка,Тип заказа,ПроизвУчасток,БЕ,Дата ввода,ПоказанСчетчика,Факт. деблокир.,ФактичСрокКонца,Факт.окончание,Общий расчет,ОбщЗатраты/факт,ОбщЗатраты/план,ЗапланКонец,БазисВремяКонца,Конец: время,Бизнес-сфера,ФактСрокНачала,ЗапланНачало,ФактНчл/Врем,Время начала,Время начала.1,История с,СхемаКальк,ТоргДокумент,Позиция,КЕ,Ответств. МВЗ,Ведущий заказ,Метка удаления,ДатаЗаверш,ЕстьПодробТекст,ВышестоящЗаказ,Базисная ЕИ,Количество,Помещение,Имя списка,Плановая дата,Номер объекта,СписОбъект,ГрПлан/Техкарта,ИндПланирЗаказа,СчтГрупТехкарт,Группа,Почтовый индекс,МВП,Приоритет,СПП-элемент,Регион,Ревизия,Серийный номер,Материал,НазвСервПродукт,СервиснПродукт,Сектор,Сектор - Сбыт,Местоположение,Улица,ЗаводРасплТехОб,ПредварЗатраты,ПользовСтатус,Группа сбыта,СбытовОрганизац,СбытовОрганизац - Сб,ВышестОперация,Канал сбыта,Канал сбыта - Сбыт,Валюта,ПозПредупрТОРО,ПланПредупрТОРО,Завод,Код надбавки,Ид. причины,Причина корр-ки,ИндНаличПрикрДокум,ИмеютсяНеСоглЗапросы,ПериодРемCAPEX(мес),Класс ЕО,ПрочиеФакт,ПрочиеПлан,БюджетФактИтог,БюджетПланИтог,МТР ФактИтог,МТР ПланИтог,Стоимость новой ЕО,ТЗРФакт,ТЗРПлан,ОбщееВремяПростояЗкз,ОборудованиеНаГарант,Инд. статуса «ФИКС»,Отв. сотрудн. таб. №,НаименованиеКлассаЕО,МТРподр,НеобходимНарядДопуск,СтатВыдачиРазрешений,СистСтатСообщТОРО,КапитализирРемонт,Исходная стоимость,Дефицит,Требуемая стоимость,СППДефицит,%СтоимРемФСтоимНовЕО,%СтоимРемПСтоимНовЕО,СистСтатус,ВремяРемПростояТК,ОбщееВремяПростояТК,ВремяТехнПростояТК,Заказано УСО,Описание,Краткий текст,СистемнСтатус,Отв. сотрудник ФИО,ПользСтатус,ОбщСумма (План),ОбщаяСумма(Фкт),ФОТПлан,ФОТФакт,МатериалыПлан,МатериалыФакт,ЗапчастиПлан,ЗапчастиФакт,УСОПоРемонтуПлан,УСОПоРемонтуФакт,Ед. оборудов.,Техместо,Описание.1,СПП-ЗаголЗаказа,Отв. раб.место,МВЗ,ВремяТехнПростояЗкз,Фактический простой,Принято УСО,ПредвЗарегистрирУСО,user_status,utvg,tkbe,utvm
27120,27120,1100,100.0,7100380988.0,APP1,ТО3,8.0,2022-01-05,2022-01-05,1100379998,2021-12-09,03:10:57,2021-12-09,11800604.0,2,30,,1100,2021-03-24,,,,00:00:00,0,0.0,237887.68,2022-01-05,17:00:00,17:00:00,,,2022-01-05,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,X,2021-12-09,,,,0,7444.0,,2022-01-05,OR001100379998,496 046,100.0,1.0,О3,A0003679,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,,,,,,,RUB,159948.0,100000059008.0,1100,,,,,,0,E01_01,0,0,0.0,171497.95,0.0,171497.95,56645491.56,0.0,0,8.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП,8.0,8.0,0,0.0,Самосвал карьерный 830E-1AC №604,Техническое обслуживание 3,ЗАКР ДМНП МТКУ НЕВЫ ПКАЛ,,СГГС ГОД УТВП ГИП СРОЧ МТРЦ ТКБЕ,237887.68,0.0,66389.73,0.0,0.0,0.0,171497.95,0.0,0.0,0.0,100000065647.0,11-RUD-CGTR-SEBT-KE04,Самосвал карьерный №604,LT-1100-2022-2-012-02,C-OGM,1113011720,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МТРЦ', 'СРОЧ', 'ТКБЕ', 'УТВП']",0,1,0
1370,1370,1100,100.0,7100321189.0,APP1,ТО2,3.8,2022-01-05,2022-01-05,1100318279,2021-12-25,04:12:44,2021-12-25,,2,30,,1100,2020-11-27,,,,00:00:00,0,0.0,27918.26,2022-01-05,03:48:00,03:48:00,,,2022-01-05,00:00:00,00:00:00,00:00:00,,PP-PC1,,0,1000,,,X,,,,,0,108751.0,,,OR001100318279,394 267,,1.0,,,,,,,,,,,,,,,,,1105,0,СГПЛ ГИП  ГОД  МЕС  ПЗТГ УТВГ УТВМ,,,,,,,RUB,,,1100,,,,,,0,E05_02,0,0,0.0,0.0,0.0,0.0,19432072.16,0.0,0,3.8,,,,Бульдозеры гусеничные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,0.0,0.0,0,0.0,Бульдозер D85EХ-15 №3303,ТО2 Бульдозер Komatsu D85EX-15R №3303,ЗАКР KKMP ДМНП МТКУ НЕВЫ ПКАЛ,,СГПЛ ГОД УТВГ МЕС УТВМ ГИП ПЗТГ,27918.26,0.0,27918.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000026775.0,11-RUD-CGTR-SETT-UCTT-BZ30,Бульдозер гусеничный №3303,LT-1100-2022-2-006-02,C-OGM,1114011223,0,0.0,0.0,0.0,"['СГПЛ', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'ПЗТГ', 'УТВГ', 'УТВМ']",1,0,1
2894,2894,1100,100.0,7100630770.0,APP1,ТО2,2.0,2022-01-05,2022-01-05,1100640291,2022-01-23,07:40:29,2022-01-23,,3,30,,1100,2021-12-27,,2022-01-23,2022-01-05,17:50:00,0,26052.92,29496.83,2022-01-05,17:50:00,17:50:00,,2022-01-05,2022-01-05,15:50:00,15:50:00,15:50:00,,PP-PC1,,0,1000,,,,2022-01-23,,,,0,,,2022-01-19,OR001100640291,888 823,100.0,1.0,О1,A0000365,,ZZ00005000,3.0,,,,,,,,,,,,1105,0,СГГС МЕС  МТРЦ УТВМ УТВН,,,,,,,RUB,151806.0,100000054773.0,1100,,,,,,0,E05_02,0,0,16257.04,19700.95,16257.04,19700.95,10848502.5,0.0,0,2.0,,,,Бульдозеры гусеничные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ТЗКР ПДТВ ПКАЛ ПРВВ СРНА ДВМА ДМНП JBFI,6.0,6.0,0,0.0,Бульдозер D155A-5 №3322,ТО2 Бульдозер D155A-5 №3322,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ СРНА,,СГГС МЕС УТВМ УТВН МТРЦ,29496.83,26052.92,9795.88,9795.88,13041.05,8846.2,6659.9,7410.84,0.0,0.0,100000027472.0,11-RUD-CGTR-SETT-UCTT-BZ63,Бульдозер гусеничный №3322,LT-1100-2022-2-006-02,C-CRGOTT,1114011223,0,2.0,0.0,0.0,"['СГГС', 'МЕС', '', 'МТРЦ', 'УТВМ', 'УТВН']",0,0,1
9546,9546,1100,100.0,7100321510.0,APP1,ТО1,1.0,2022-01-05,2022-01-05,1100318600,2022-01-23,07:41:12,2022-01-23,,3,30,,1100,2020-11-27,,2022-01-23,2022-01-05,15:50:00,0,14790.14,18877.59,2022-01-05,15:50:00,15:50:00,,2022-01-05,2022-01-05,14:50:00,14:50:00,14:50:00,,PP-PC1,,0,1000,,,,,,,,0,32457.0,,,OR001100318600,394 588,,1.0,,,,ZZ00005000,,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  МТРЦ ПЗТГ УТВГ УТВМ*,,,,,,,RUB,,,1100,,,,,,0,E05_02,0,0,9892.2,13979.65,9892.2,13979.65,15723926.08,0.0,0,1.0,,,,Бульдозеры гусеничные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ТЗКР ПДТВ ПКАЛ ПРВВ СРНА ДВМА ДМНП JBFI,0.0,0.0,0,0.0,Бульдозер D155A-5 №48,ТО1 Бульдозер Komatsu D155А-5 №48,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ СРНА,,СГГС ГОД УТВГ МЕС УТВМ УТВН ГИП МТРЦ ПЗТГ,18877.59,14790.14,4897.94,4897.94,13041.05,8846.2,938.6,1046.0,0.0,0.0,100000058907.0,11-RUD-CGTR-SETT-UCTT-BZ55,Бульдозер гусеничный №48,LT-1100-2022-2-006-02,C-CRGOTT,1114011223,0,1.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'ПЗТГ', 'УТВГ', 'УТВМ*']",1,0,0
20374,20374,1100,100.0,7100383180.0,APP1,ТР,42.0,2022-01-05,2022-01-07,1100382170,2022-01-05,09:00:00,2021-12-30,11810726.0,2,30,,1100,2021-03-31,,,,00:00:00,0,0.0,297902.85,2022-01-06,03:00:00,20:00:00,,,2022-01-05,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,7306.0,,2022-01-05,OR001100382170,500 931,100.0,1.0,ТР,A0003596,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  НЕД  ПЗТГ ТКБЕ УТВМ*,,,,,,,RUB,163691.0,100000061180.0,1100,,,,,,0,E01_01,0,0,0.0,0.0,0.0,0.0,98233985.74,0.0,0,42.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП KKMP,35.0,35.0,0,0.0,Самосвал карьерный 793D №726,ТР самосвала 793D,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВП МЕС УТВМ НЕД ГИП ТКБЕ ПЗТГ,297902.85,0.0,297902.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000065541.0,11-RUD-CGTR-SEBT-CD25,Самосвал карьерный №726,LT-1100-2022-2-012-02,C-OGM,1113011920,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'НЕД', '', 'ПЗТГ', 'ТКБЕ', 'УТВМ*']",0,1,0
29284,29284,1100,100.0,7200144846.0,APP1,ТО1,3.6,2022-01-05,2022-01-05,1100639480,2022-01-09,00:42:05,2022-01-09,39310025.0,3,30,,1100,2021-12-24,,2022-01-09,2022-01-05,18:36:00,0,39375.7,43207.48,2022-01-05,18:36:00,18:36:00,,2022-01-05,2022-01-05,15:00:00,15:00:00,15:00:00,,PP-PC1,,0,1000,,,,2022-01-09,,,,0,,,2022-01-09,OR001100639480,885 303,100.0,1.0,О1,A0003678,,ZZ00005000,3.0,,,,100000065953.0,895990.0,,,,,11050406.0,,1105,0,СГГС МЕС  МТРЦ УТВМ,,,,,,,RUB,160300.0,100000059202.0,1100,,,,,,0,E05_01,0,0,21743.12,25574.9,21743.12,25574.9,21895270.7,0.0,0,3.6,,,,Бульдозеры колесные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,0,ТЗКР ПДТВ ПКАЛ ПРВВ ДВМА ДМНП JBFI,5.0,5.0,0,0.0,Бульдозер WD600-3 №25,ТО1 Бульдозер WD600-3 №25,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ,,СГГС МЕС УТВМ МТРЦ,43207.48,39375.7,17632.58,17632.58,15412.15,10454.6,10162.75,11288.52,0.0,0.0,100000065953.0,11-RUD-CGTR-SETT-UDOT-BZ05,Бульдозер колесный №25,LT-1100-2022-2-006-02,C-CRGOTT,1114011123,0,3.6,0.0,0.0,"['СГГС', 'МЕС', '', 'МТРЦ', 'УТВМ']",0,0,1
26856,26856,1100,100.0,7100380860.0,APP1,ТО1,6.0,2022-01-05,2022-01-05,1100379880,2022-01-04,11:17:17,2022-01-04,11800606.0,2,30,,1100,2021-03-24,,,,00:00:00,0,0.0,76459.98,2022-01-05,15:00:00,15:00:00,,,2022-01-05,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,2022-01-04,,,,0,7442.0,,2022-08-01,OR001100379880,495 968,100.0,1.0,О1,A0003679,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  МТРЦ НЕД  ПЗТГ ТКБЕ*,,,,,,,RUB,159926.0,100000058998.0,1100,,,,,,0,E01_01,0,0,0.0,25390.95,0.0,25390.95,56645491.56,0.0,0,6.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР НЕВЫ ПКАЛ ДМНП,6.0,6.0,0,0.0,Самосвал карьерный 830E-1AC №606,Техническое обслуживание 1,ЗАКР ДМНП НЕВЫ ПКАЛ,,СГГС ГОД УТВП МЕС УТВМ НЕД ГИП МТРЦ ТКБЕ ПЗТГ,76459.98,0.0,51069.03,0.0,0.0,0.0,25390.95,0.0,0.0,0.0,100000065645.0,11-RUD-CGTR-SEBT-KE06,Самосвал карьерный №606,LT-1100-2022-2-012-02,C-OGM,1113011720,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'НЕД', '', 'ПЗТГ', 'ТКБЕ*']",0,1,0
19580,19580,1100,100.0,7100378734.0,APP1,ТО4,12.05,2022-01-05,2022-01-05,1100377724,2021-12-14,10:32:33,2021-12-14,11810716.0,3,30,,1100,2021-03-24,,2021-10-27,,00:00:00,0,0.0,375754.78,2022-01-05,21:03:00,20:00:00,,,2022-01-05,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,X,2021-12-14,,,,0,7297.0,,2021-12-25,OR001100377724,493 745,100.0,1.0,О4,A0003596,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,,,,,,,RUB,158425.0,100000058047.0,1100,,,,,,0,E01_01,0,0,0.0,273191.12,0.0,273191.12,153000904.05,0.0,0,12.05,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР ПКАЛ ПРВВ МТКУ ДМНП,12.05,12.05,0,0.0,Самосвал карьерный 793D №716,Техническое обслуживание 4,ЗАКР ДМНП МТКУ ПКАЛ ПРВВ,,СГГС ГОД УТВП ГИП СРОЧ МТРЦ ТКБЕ,375754.78,0.0,102563.66,0.0,62242.72,0.0,210948.4,0.0,0.0,0.0,100000065530.0,11-RUD-CGTR-SEBT-CD15,Самосвал карьерный №716,LT-1100-2022-2-012-02,C-OGM,1113011920,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МТРЦ', 'СРОЧ', 'ТКБЕ', 'УТВП']",0,1,0
20944,20944,1100,100.0,7100624538.0,APP1,ТО3,7.15,2022-01-05,2022-01-06,1100633193,2022-01-19,13:02:07,2022-01-19,11810732.0,3,30,,1100,2021-12-15,,2022-01-05,2022-01-06,06:21:00,0,612610.22,708378.21,2022-01-06,06:21:00,06:21:00,,2022-01-05,2022-01-05,23:12:00,23:12:00,23:12:00,,PP-PC1,,0,1000,,,,2022-01-19,,,,0,,,2022-01-24,OR001100633193,874 929,100.0,1.0,О3,A0003596,,ZZ00005000,3.0,,,,,,,,,,11050103.0,,1105,0,СГГС МЕС  МТРЦ НЕД  ПЗТГ СРОЧ УТВМ,,,,,,,RUB,158619.0,100000058152.0,1100,,,,,X,0,E01_01,0,0,490895.63,586663.62,490895.63,586663.62,11341756.13,0.0,0,7.15,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,5,6,ТЗКР ПДТВ ПКАЛ ПРВВ ДВМА ДМНП JBFI,8.05,8.05,0,0.0,Самосвал карьерный 793D №732,ТО3 Самосвал карьерный 793D №732,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ,,СГГС МЕС УТВМ НЕД СРОЧ МТРЦ ПЗТГ,708378.21,612610.22,121714.59,121714.59,362080.17,246653.72,224583.45,244241.91,0.0,0.0,100000065548.0,11-RUD-CGTR-SEBT-CD31,Самосвал карьерный №732,LT-1100-2022-2-012-02,C-CRGTOB,1113011920,0,7.15,0.0,0.0,"['СГГС', 'МЕС', '', 'МТРЦ', 'НЕД', '', 'ПЗТГ', 'СРОЧ', 'УТВМ']",0,0,1
14097,14097,1100,100.0,7100382051.0,APP1,ТО1,6.0,2022-01-05,2022-01-05,1100381041,2021-12-24,09:49:27,2021-12-24,39063214.0,2,30,,1100,2021-03-24,,,,00:00:00,0,0.0,0.0,2022-01-05,15:00:00,15:00:00,,,2022-01-05,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,X,2021-12-24,,,,0,32628.0,,2022-01-02,OR001100381041,497 186,100.0,1.0,О1,A0000366,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД,,,,,,,RUB,155878.0,100000056755.0,1100,,,,,,0,E05_02,0,0,0.0,0.0,0.0,0.0,12630514.09,0.0,0,6.0,,,,Бульдозеры гусеничные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,6.0,6.0,0,0.0,Бульдозер D375A-5 №3214,Техническое обслуживание 1,ЗАКР KKMP ДМНП МТКУ НЕВЫ ПКАЛ,,СГГС ГОД ГИП,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000059059.0,11-RUD-CGTR-SETT-UCTT-BZ22,Бульдозер гусеничный №3214,LT-1100-2022-2-006-02,C-OGM,1114011123,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД']",0,0,0
26527,26527,1100,100.0,7100380738.0,APP1,ТО1,4.25,2022-01-05,2022-01-05,1100379738,2021-12-08,10:06:19,2021-12-08,11400521.0,3,30,,1100,2021-03-24,,2021-09-30,,00:00:00,0,0.0,133473.96,2022-01-05,13:15:00,13:15:00,,,2022-01-05,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,X,2021-12-08,,,,0,7439.0,,2022-01-05,OR001100379738,495 926,100.0,1.0,О1,A0000001,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,,,,,,,RUB,159887.0,100000058976.0,1100,,,,,,0,E01_01,0,0,0.0,95172.15,0.0,95172.15,80640260.96,0.0,0,4.25,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР ПКАЛ ПРВВ МТКУ ДМНП,4.25,4.25,0,0.0,Самосвал карьерный 785C №521,Техническое обслуживание 1,ЗАКР ДМНП МТКУ ПКАЛ ПРВВ,,СГГС ГОД УТВП ГИП СРОЧ МТРЦ ТКБЕ,133473.96,0.0,38301.81,0.0,44699.65,0.0,50472.5,0.0,0.0,0.0,100000065641.0,11-RUD-CGTR-SEBT-CC69,Самосвал карьерный №521,LT-1100-2022-2-012-02,C-OGM,1113011620,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МТРЦ', 'СРОЧ', 'ТКБЕ', 'УТВП']",0,1,0
12505,12505,1100,100.0,7100380218.0,APP1,ТО2,12.8,2022-01-05,2022-01-05,1100379218,2021-12-22,11:13:08,2021-12-22,39070202.0,2,30,,1100,2021-03-24,,,,00:00:00,0,0.0,0.0,2022-01-05,21:48:00,21:48:00,,,2022-01-05,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,X,2021-12-22,,,,0,32604.0,,2022-01-05,OR001100379218,495 275,100.0,1.0,О2,A0003671,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД,,,,,,,RUB,155607.0,100000056606.0,1100,,,,,,0,E05_02,0,0,0.0,0.0,0.0,0.0,17867584.33,0.0,0,12.8,,,,Бульдозеры гусеничные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,12.8,12.8,0,0.0,Бульдозер D475A-5 №202,Техническое обслуживание 2,ЗАКР KKMP ДМНП МТКУ НЕВЫ ПКАЛ,,СГГС ГОД ГИП,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000059036.0,11-RUD-CGTR-SETT-UCTT-BZ10,Бульдозер гусеничный №202,LT-1100-2022-2-006-02,C-OGM,1114011123,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД']",0,0,0
26983,26983,1100,100.0,7200144785.0,APP1,ТО4,6.52,2022-01-05,2022-01-05,1100301342,2022-01-09,19:06:22,2022-01-09,,3,30,,1100,2020-11-27,,2022-01-04,2022-01-05,22:43:12,0,243447.49,310903.69,2022-01-05,22:43:00,22:43:12,,2022-01-05,2022-01-05,16:12:00,16:12:00,16:12:00,,PP-PC1,,0,1000,,,,,,,,0,7443.0,,,OR001100301342,377 341,,1.0,,,,ZZ00005000,,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  МТРЦ НЕД  ПЗТГ УТВГ*,,,,,,,RUB,,,1100,,МТР,Увеличение стоимости МТР,,,0,E01_01,0,0,188122.67,255578.87,188122.67,255578.87,56645491.56,0.0,0,6.52,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР ВСМИ,,0.0,0.0,0.0,,0,1,ТЗКР ПДТВ ПКАЛ ПРВВ СРНА ДВМА ДМНП JBFI,0.0,0.0,0,0.0,Самосвал карьерный 830E-1AC №602,ТО4 Самосвал Komatsu 830E-1AC №602,ТЗКР ПДТВ JBFI ДВМА ДМНП ПКАЛ ПРВВ СРНА,,СГГС ГОД УТВГ МЕС УТВМ НЕД ГИП МТРЦ ПЗТГ,310903.69,243447.49,55324.82,55324.82,193722.27,119518.47,61856.6,68604.2,0.0,0.0,100000065646.0,11-RUD-CGTR-SEBT-KE02,Самосвал карьерный №602,LT-1100-2022-2-012-02,C-CRGTOB,1113011720,0,6.15,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'МТРЦ', 'НЕД', '', 'ПЗТГ', 'УТВГ*']",0,0,0
25141,25141,1100,100.0,7100384232.0,APP1,ТР,42.0,2022-01-05,2022-01-07,1100383194,2022-01-05,09:00:00,2021-12-30,11400523.0,2,30,,1100,2021-04-01,,,,00:00:00,0,0.0,297902.85,2022-01-06,03:00:00,20:00:00,,,2022-01-05,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,,,,,,0,7424.0,,2022-01-04,OR001100383194,502 231,100.0,1.0,ТР,A0000001,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МЕС  НЕД  ПЗТГ УТВГ УТВМ,,,,,,,RUB,163775.0,100000061264.0,1100,,,,,,0,E01_01,0,0,0.0,0.0,0.0,0.0,79531121.0,0.0,0,42.0,,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП KKMP,35.0,35.0,0,0.0,Самосвал карьерный 785C №523,ТР самосвала 785C,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ МЕС УТВМ НЕД ГИП ПЗТГ,297902.85,0.0,297902.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000065626.0,11-RUD-CGTR-SEBT-CC71,Самосвал карьерный №523,LT-1100-2022-2-012-02,C-OGM,1113011620,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МЕС', '', 'НЕД', '', 'ПЗТГ', 'УТВГ', 'УТВМ']",1,0,1
27999,27999,1100,100.0,7100386669.0,APP1,ТО1,7.0,2022-01-05,2022-01-05,1100385798,2022-01-05,09:00:00,2022-01-23,39320804.0,2,30,,1100,2021-04-06,,,,00:00:00,0,0.0,0.0,2022-01-23,16:00:00,15:28:38,,,2022-01-05,00:00:00,09:00:00,14:54:00,,PP-PC1,,0,1000,,,,,,,,0,7737.0,,2022-12-22,OR001100385798,507 417,100.0,1.0,О1,A0004088,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД,,,,,,,RUB,160074.0,100000059085.0,1100,,,,,,0,E05_01,0,0,0.0,0.0,0.0,0.0,7941764.39,0.0,0,7.0,,,,Бульдозеры колесные,,,0. Разрешений нет,СОРА ЗКПР,,0.0,0.0,0.0,,0,0,ОТКР ПКАЛ ДМНП KKMP,7.0,7.0,0,0.0,Бульдозер К-702МБА-01-БКУ №804,Техническое обслуживание 1,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД ГИП,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000065914.0,11-RUD-CGTR-SETT-UDST-BZ06,Бульдозер колесный №804,LT-1100-2022-2-010-02,C-OGM,1114021123,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД']",0,0,0
20643,20643,1100,100.0,7100379437.0,APP1,ТО4,12.05,2022-01-05,2022-01-05,1100378447,2021-12-15,10:45:43,2021-12-15,11810729.0,3,30,,1100,2021-03-24,,2021-10-27,,00:00:00,0,0.0,375754.78,2022-01-05,21:03:00,20:00:00,,,2022-01-05,00:00:00,09:00:00,09:00:00,,PP-PC1,,0,1000,,,X,2021-12-15,,,,0,7309.0,,2021-12-21,OR001100378447,494 453,100.0,1.0,О4,A0003596,,,3.0,,,,,,,,,,,,1105,0,СГГС ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,,,,,,,RUB,158581.0,100000058131.0,1100,,,,,,13,E01_01,0,0,0.0,273191.12,0.0,273191.12,122303300.54,0.0,0,12.05,,,,Самосвалы карьерные,,,0. Разрешений нет,СОЗА ЗКПР МТКУ,,0.0,0.0,0.0,,0,0,ЗАКР ПКАЛ ПРВВ МТКУ ДМНП,12.05,12.05,0,0.0,Самосвал карьерный 793D №729,Техническое обслуживание 4,ЗАКР ДМНП МТКУ ПКАЛ ПРВВ,,СГГС ГОД УТВП ГИП СРОЧ МТРЦ ТКБЕ,375754.78,0.0,102563.66,0.0,62242.72,0.0,210948.4,0.0,0.0,0.0,100000065544.0,11-RUD-CGTR-SEBT-CD28,Самосвал карьерный №729,LT-1100-2022-2-012-02,C-OGM,1113011920,0,0.0,0.0,0.0,"['СГГС', 'ГИП', '', 'ГОД', '', 'МТРЦ', 'СРОЧ', 'ТКБЕ', 'УТВП']",0,1,0
